X			Y
69.000000	351.042000	2.000000
70.000000	350.329000	2.000000
71.000000	356.009000	2.000000
72.000000	360.439000	2.000000
73.000000	367.033000	2.000000
74.000000	370.610000	2.000000
75.000000	377.814000	2.000000
76.000000	379.645000	2.000000
77.000000	386.027000	2.000000
78.000000	389.552000	2.000000
79.000000	397.964000	2.000000
80.000000	401.767000	2.000000
81.000000	406.435000	2.000000
82.000000	407.886000	2.000000
83.000000	414.835000	2.000000
84.000000	421.900000	2.000000
85.000000	428.284000	2.000000
86.000000	431.108000	2.000000
87.000000	435.645000	2.000000
88.000000	443.740000	2.000000
89.000000	444.320000	2.000000
90.000000	450.644000	2.000000
91.000000	460.352000	2.000000
92.000000	463.153000	2.000000
93.000000	464.575000	2.000000
94.000000	474.455000	2.000000
95.000000	474.407000	2.000000
96.000000	479.351000	2.000000
97.000000	489.627000	2.000000
98.000000	487.138000	2.000000
99.000000	495.099000	2.000000
100.000000	500.144000	2.000000
101.000000	507.092000	2.000000
102.000000	509.840000	2.000000
103.000000	517.769000	2.000000
104.000000	521.749000	2.000000
105.000000	529.036000	2.000000
106.000000	529.596000	2.000000
107.000000	534.683000	2.000000
108.000000	542.856000	2.000000
109.000000	543.282000	2.000000
110.000000	550.974000	2.000000
111.000000	554.917000	2.000000
112.000000	562.608000	2.000000
113.000000	566.494000	2.000000
114.000000	572.647000	2.000000
115.000000	576.986000	2.000000
116.000000	581.132000	2.000000
117.000000	584.190000	2.000000
118.000000	589.387000	2.000000
119.000000	594.984000	2.000000
120.000000	598.454000	2.000000
121.000000	605.095000	2.000000
122.000000	612.198000	2.000000
123.000000	617.902000	2.000000
124.000000	620.659000	2.000000
125.000000	627.726000	2.000000
126.000000	630.100000	2.000000
127.000000	634.274000	2.000000
128.000000	641.408000	2.000000
129.000000	644.743000	2.000000
130.000000	652.794000	2.000000
131.000000	655.238000	2.000000
132.000000	657.904000	2.000000
133.000000	666.344000	2.000000
134.000000	672.333000	2.000000
135.000000	676.311000	2.000000
136.000000	678.831000	2.000000
137.000000	681.376000	2.000000
138.000000	691.299000	2.000000
139.000000	695.205000	2.000000
140.000000	701.123000	2.000000
141.000000	702.998000	2.000000
142.000000	712.293000	2.000000
143.000000	715.159000	2.000000
144.000000	718.852000	2.000000
145.000000	727.877000	2.000000
146.000000	728.929000	2.000000
147.000000	741.614000	2.000000
148.000000	739.939000	2.000000
149.000000	748.529000	2.000000
150.000000	752.645000	2.000000
151.000000	757.308000	2.000000
152.000000	764.524000	2.000000
153.000000	766.103000	2.000000
154.000000	768.596000	2.000000
155.000000	777.724000	2.000000
156.000000	784.581000	2.000000
157.000000	789.434000	2.000000
158.000000	793.984000	2.000000
159.000000	794.682000	2.000000
160.000000	799.640000	2.000000
161.000000	803.686000	2.000000
162.000000	808.179000	2.000000
163.000000	819.294000	2.000000
164.000000	819.883000	2.000000
165.000000	825.526000	2.000000
166.000000	828.372000	2.000000
167.000000	835.652000	2.000000
168.000000	837.147000	2.000000
169.000000	848.010000	2.000000
170.000000	851.781000	2.000000
171.000000	854.254000	2.000000
172.000000	860.187000	2.000000
173.000000	861.631000	2.000000
174.000000	873.918000	2.000000
175.000000	873.252000	2.000000
176.000000	886.787000	2.000000
177.000000	886.561000	2.000000
178.000000	892.146000	2.000000
179.000000	895.698000	2.000000
180.000000	901.082000	2.000000
181.000000	908.843000	2.000000
182.000000	908.645000	2.000000
183.000000	915.453000	2.000000
184.000000	921.017000	2.000000
185.000000	929.234000	2.000000
186.000000	932.333000	2.000000
187.000000	938.431000	2.000000
188.000000	943.056000	2.000000
189.000000	942.811000	2.000000
190.000000	950.953000	2.000000
191.000000	955.304000	2.000000
192.000000	963.879000	2.000000
193.000000	965.472000	2.000000
194.000000	972.742000	2.000000
195.000000	977.419000	2.000000
196.000000	982.121000	2.000000
197.000000	986.990000	2.000000
198.000000	994.750000	2.000000
199.000000	995.828000	2.000000
200.000000	1001.854000	2.000000
